BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE,_SOURCE_YEAR
202601,24,930,202601,25,1430,210960,1318025,ILLINOIS,17,2026,January,Heavy Snow,Z,54,MOULTRIE,ILX,24-JAN-26 09:30:00,CST-6,25-JAN-26 14:30:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A vigorous upper-level disturbance interacting with a nearly stationary frontal boundary draped across the Deep South produced a prolonged overrunning snowfall event across central and southern Illinois from the morning of January 24th to the morning of January 25th.  ||By the time the snow tapered off and came to an end, significant amounts had been observed...especially along and south of the I-70 corridor where amounts of 8 to 12 inches were common.  Some of the highest totals were recorded across southern Richland County around Olney where a few reports indicated 13-14 inches.   Amounts decreased further north, with 4-8 inches along the I-72 corridor from Jacksonville to Danville...and just 1 to 3 inches along and north of a Macomb to Peoria line. Northeasterly winds gusting 20-25mph on January 24th and north-northwesterly winds gusting 25-30mph on January 25th created considerable drifting of the snow in places.","Weather observers measured 6 to 8 inches of snow across Moultrie County...including 7.4 inches in Lovington.  Due to both falling and drifting snow, travel became extremely hazardous...leading to numerous traffic accidents on area roadways.",CSV,2026
202601,24,1245,202601,25,1430,210960,1318026,ILLINOIS,17,2026,January,Heavy Snow,Z,44,PIATT,ILX,24-JAN-26 12:45:00,CST-6,25-JAN-26 14:30:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A vigorous upper-level disturbance interacting with a nearly stationary frontal boundary draped across the Deep South produced a prolonged overrunning snowfall event across central and southern Illinois from the morning of January 24th to the morning of January 25th.  ||By the time the snow tapered off and came to an end, significant amounts had been observed...especially along and south of the I-70 corridor where amounts of 8 to 12 inches were common.  Some of the highest totals were recorded across southern Richland County around Olney where a few reports indicated 13-14 inches.   Amounts decreased further north, with 4-8 inches along the I-72 corridor from Jacksonville to Danville...and just 1 to 3 inches along and north of a Macomb to Peoria line. Northeasterly winds gusting 20-25mph on January 24th and north-northwesterly winds gusting 25-30mph on January 25th created considerable drifting of the snow in places.","Weather observers measured 5 to 7 inches of snow across Piatt County.  Due to both falling and drifting snow, travel became extremely hazardous...leading to numerous traffic accidents on area roadways.",CSV,2026
202601,24,845,202601,25,1430,210960,1318009,ILLINOIS,17,2026,January,Heavy Snow,Z,52,CHRISTIAN,ILX,24-JAN-26 08:45:00,CST-6,25-JAN-26 14:30:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A vigorous upper-level disturbance interacting with a nearly stationary frontal boundary draped across the Deep South produced a prolonged overrunning snowfall event across central and southern Illinois from the morning of January 24th to the morning of January 25th.  ||By the time the snow tapered off and came to an end, significant amounts had been observed...especially along and south of the I-70 corridor where amounts of 8 to 12 inches were common.  Some of the highest totals were recorded across southern Richland County around Olney where a few reports indicated 13-14 inches.   Amounts decreased further north, with 4-8 inches along the I-72 corridor from Jacksonville to Danville...and just 1 to 3 inches along and north of a Macomb to Peoria line. Northeasterly winds gusting 20-25mph on January 24th and north-northwesterly winds gusting 25-30mph on January 25th created considerable drifting of the snow in places.","Weather observers measured 6 to 8 inches of snow across Christian County...including 6.9 inches 2 miles southeast of Taylorville.  Due to both falling and drifting snow, travel became extremely hazardous...leading to numerous traffic accidents on area roadways.",CSV,2026
202601,24,930,202601,25,1800,210960,1318010,ILLINOIS,17,2026,January,Heavy Snow,Z,63,CLARK,ILX,24-JAN-26 09:30:00,CST-6,25-JAN-26 18:00:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A vigorous upper-level disturbance interacting with a nearly stationary frontal boundary draped across the Deep South produced a prolonged overrunning snowfall event across central and southern Illinois from the morning of January 24th to the morning of January 25th.  ||By the time the snow tapered off and came to an end, significant amounts had been observed...especially along and south of the I-70 corridor where amounts of 8 to 12 inches were common.  Some of the highest totals were recorded across southern Richland County around Olney where a few reports indicated 13-14 inches.   Amounts decreased further north, with 4-8 inches along the I-72 corridor from Jacksonville to Danville...and just 1 to 3 inches along and north of a Macomb to Peoria line. Northeasterly winds gusting 20-25mph on January 24th and north-northwesterly winds gusting 25-30mph on January 25th created considerable drifting of the snow in places.","Weather observers measured 8 to 12 inches of snow across Clark County...including 8.0 inches in Casey.  Due to both falling and drifting snow, travel became extremely hazardous...leading to numerous traffic accidents on area roadways.",CSV,2026
202601,24,815,202601,25,1630,210960,1318027,ILLINOIS,17,2026,January,Heavy Snow,Z,72,RICHLAND,ILX,24-JAN-26 08:15:00,CST-6,25-JAN-26 16:30:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A vigorous upper-level disturbance interacting with a nearly stationary frontal boundary draped across the Deep South produced a prolonged overrunning snowfall event across central and southern Illinois from the morning of January 24th to the morning of January 25th.  ||By the time the snow tapered off and came to an end, significant amounts had been observed...especially along and south of the I-70 corridor where amounts of 8 to 12 inches were common.  Some of the highest totals were recorded across southern Richland County around Olney where a few reports indicated 13-14 inches.   Amounts decreased further north, with 4-8 inches along the I-72 corridor from Jacksonville to Danville...and just 1 to 3 inches along and north of a Macomb to Peoria line. Northeasterly winds gusting 20-25mph on January 24th and north-northwesterly winds gusting 25-30mph on January 25th created considerable drifting of the snow in places.","Weather observers measured 8 to 12 inches of snow across Richland County...including 12.0 inches 2 miles south of Olney.  Due to both falling and drifting snow, travel became extremely hazardous...leading to numerous traffic accidents on area roadways.",CSV,2026
202601,24,815,202601,25,1430,210960,1318028,ILLINOIS,17,2026,January,Heavy Snow,Z,51,SANGAMON,ILX,24-JAN-26 08:15:00,CST-6,25-JAN-26 14:30:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A vigorous upper-level disturbance interacting with a nearly stationary frontal boundary draped across the Deep South produced a prolonged overrunning snowfall event across central and southern Illinois from the morning of January 24th to the morning of January 25th.  ||By the time the snow tapered off and came to an end, significant amounts had been observed...especially along and south of the I-70 corridor where amounts of 8 to 12 inches were common.  Some of the highest totals were recorded across southern Richland County around Olney where a few reports indicated 13-14 inches.   Amounts decreased further north, with 4-8 inches along the I-72 corridor from Jacksonville to Danville...and just 1 to 3 inches along and north of a Macomb to Peoria line. Northeasterly winds gusting 20-25mph on January 24th and north-northwesterly winds gusting 25-30mph on January 25th created considerable drifting of the snow in places.","Weather observers measured 5 to 7 inches of snow across Sangamon County...including 5.0 inches in Springfield.  Due to both falling and drifting snow, travel became extremely hazardous...leading to numerous traffic accidents on area roadways.",CSV,2026
202601,24,745,202601,25,1530,210960,1318011,ILLINOIS,17,2026,January,Heavy Snow,Z,71,CLAY,ILX,24-JAN-26 07:45:00,CST-6,25-JAN-26 15:30:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A vigorous upper-level disturbance interacting with a nearly stationary frontal boundary draped across the Deep South produced a prolonged overrunning snowfall event across central and southern Illinois from the morning of January 24th to the morning of January 25th.  ||By the time the snow tapered off and came to an end, significant amounts had been observed...especially along and south of the I-70 corridor where amounts of 8 to 12 inches were common.  Some of the highest totals were recorded across southern Richland County around Olney where a few reports indicated 13-14 inches.   Amounts decreased further north, with 4-8 inches along the I-72 corridor from Jacksonville to Danville...and just 1 to 3 inches along and north of a Macomb to Peoria line. Northeasterly winds gusting 20-25mph on January 24th and north-northwesterly winds gusting 25-30mph on January 25th created considerable drifting of the snow in places.","Weather observers measured 8 to 12 inches of snow across Clay County...including 10.2 inches in Flora.  Due to both falling and drifting snow, travel became extremely hazardous...leading to numerous traffic accidents on area roadways.",CSV,2026
202601,24,930,202601,25,1430,210960,1318012,ILLINOIS,17,2026,January,Heavy Snow,Z,56,COLES,ILX,24-JAN-26 09:30:00,CST-6,25-JAN-26 14:30:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A vigorous upper-level disturbance interacting with a nearly stationary frontal boundary draped across the Deep South produced a prolonged overrunning snowfall event across central and southern Illinois from the morning of January 24th to the morning of January 25th.  ||By the time the snow tapered off and came to an end, significant amounts had been observed...especially along and south of the I-70 corridor where amounts of 8 to 12 inches were common.  Some of the highest totals were recorded across southern Richland County around Olney where a few reports indicated 13-14 inches.   Amounts decreased further north, with 4-8 inches along the I-72 corridor from Jacksonville to Danville...and just 1 to 3 inches along and north of a Macomb to Peoria line. Northeasterly winds gusting 20-25mph on January 24th and north-northwesterly winds gusting 25-30mph on January 25th created considerable drifting of the snow in places.","Weather observers measured 6 to 8 inches of snow across Coles County...including 7.6 inches in Charleston.  Due to both falling and drifting snow, travel became extremely hazardous...leading to numerous traffic accidents on area roadways.",CSV,2026
202601,24,715,202601,25,1400,210960,1318029,ILLINOIS,17,2026,January,Heavy Snow,Z,49,SCOTT,ILX,24-JAN-26 07:15:00,CST-6,25-JAN-26 14:00:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A vigorous upper-level disturbance interacting with a nearly stationary frontal boundary draped across the Deep South produced a prolonged overrunning snowfall event across central and southern Illinois from the morning of January 24th to the morning of January 25th.  ||By the time the snow tapered off and came to an end, significant amounts had been observed...especially along and south of the I-70 corridor where amounts of 8 to 12 inches were common.  Some of the highest totals were recorded across southern Richland County around Olney where a few reports indicated 13-14 inches.   Amounts decreased further north, with 4-8 inches along the I-72 corridor from Jacksonville to Danville...and just 1 to 3 inches along and north of a Macomb to Peoria line. Northeasterly winds gusting 20-25mph on January 24th and north-northwesterly winds gusting 25-30mph on January 25th created considerable drifting of the snow in places.","Weather observers measured 5 to 7 inches of snow across Scott County.  Due to both falling and drifting snow, travel became extremely hazardous...leading to numerous traffic accidents on area roadways.",CSV,2026
202601,24,900,202601,25,1430,210960,1318030,ILLINOIS,17,2026,January,Heavy Snow,Z,61,SHELBY,ILX,24-JAN-26 09:00:00,CST-6,25-JAN-26 14:30:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A vigorous upper-level disturbance interacting with a nearly stationary frontal boundary draped across the Deep South produced a prolonged overrunning snowfall event across central and southern Illinois from the morning of January 24th to the morning of January 25th.  ||By the time the snow tapered off and came to an end, significant amounts had been observed...especially along and south of the I-70 corridor where amounts of 8 to 12 inches were common.  Some of the highest totals were recorded across southern Richland County around Olney where a few reports indicated 13-14 inches.   Amounts decreased further north, with 4-8 inches along the I-72 corridor from Jacksonville to Danville...and just 1 to 3 inches along and north of a Macomb to Peoria line. Northeasterly winds gusting 20-25mph on January 24th and north-northwesterly winds gusting 25-30mph on January 25th created considerable drifting of the snow in places.","Weather observers measured 6 to 8 inches of snow across Shelby County...including 6.5 inches in Shelbyville.  Due to both falling and drifting snow, travel became extremely hazardous...leading to numerous traffic accidents on area roadways.",CSV,2026
202601,8,1940,202601,8,1950,209411,1305158,ILLINOIS,17,2026,January,Thunderstorm Wind,C,135,MONTGOMERY,LSX,08-JAN-26 19:40:00,CST-6,08-JAN-26 19:50:00,0,0,0,0,,0.00K,Emergency Manager,50.0,EG,,,,,,,,,,1.27,WSW,IRVING,3.38,SE,OHLMAN,39.19,-89.42,39.32,-89.17,Remnant convection from Oklahoma pushed into the bi-state area and strengthened with the help of a potent low-level jet. These renewed thunderstorms were able to cause sporadic wind damage in south-central Illinois.,"Thunderstorm winds caused sporadic damage from Hillsboro northeastward to the Shelby/Montgomery/Christian county line. Municipalities include Irving, where a power pole was downed near McCords Trail and IL 16 along the Union Pacific railroad, Witt, Coalton, Nokomis, and Ohlman.",CSV,2026
202601,8,1930,202601,8,1930,209411,1305159,ILLINOIS,17,2026,January,Thunderstorm Wind,C,117,MACOUPIN,LSX,08-JAN-26 19:30:00,CST-6,08-JAN-26 19:30:00,0,0,0,0,0.00K,0.00K,COOP Observer,50.0,EG,,,,,,,,,,1.75,ENE,MT OLIVE,1.75,ENE,MT OLIVE,39.08,-89.7,39.08,-89.7,Remnant convection from Oklahoma pushed into the bi-state area and strengthened with the help of a potent low-level jet. These renewed thunderstorms were able to cause sporadic wind damage in south-central Illinois.,Thunderstorm winds felled a tree across County Road 000E. This storm went on to cause damage in Macoupin County.,CSV,2026
202601,8,2210,202601,8,2210,209411,1305160,ILLINOIS,17,2026,January,Thunderstorm Wind,C,27,CLINTON,LSX,08-JAN-26 22:10:00,CST-6,08-JAN-26 22:10:00,0,0,0,0,0.00K,0.00K,911 Call Center,50.0,EG,,,,,,,,,,0.88,SW,SHATTUC,0.88,SW,SHATTUC,38.61,-89.19,38.61,-89.19,Remnant convection from Oklahoma pushed into the bi-state area and strengthened with the help of a potent low-level jet. These renewed thunderstorms were able to cause sporadic wind damage in south-central Illinois.,Thunderstorm winds downed limbs in Shattuc.,CSV,2026
202601,8,1910,202601,8,1910,209411,1305161,ILLINOIS,17,2026,January,Thunderstorm Wind,C,5,BOND,LSX,08-JAN-26 19:10:00,CST-6,08-JAN-26 19:10:00,0,0,0,0,0.00K,0.00K,Law Enforcement,50.0,EG,,,,,,,,,,1.28,WSW,DURLEY,1.28,WSW,DURLEY,38.92,-89.39,38.92,-89.39,Remnant convection from Oklahoma pushed into the bi-state area and strengthened with the help of a potent low-level jet. These renewed thunderstorms were able to cause sporadic wind damage in south-central Illinois.,Thunderstorm winds downed a tree across the intersection of North Idler Lane and Iron Gate Trail near Greenville.,CSV,2026
202601,24,1245,202601,25,1530,210960,1318031,ILLINOIS,17,2026,January,Heavy Snow,Z,46,VERMILION,ILX,24-JAN-26 12:45:00,CST-6,25-JAN-26 15:30:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A vigorous upper-level disturbance interacting with a nearly stationary frontal boundary draped across the Deep South produced a prolonged overrunning snowfall event across central and southern Illinois from the morning of January 24th to the morning of January 25th.  ||By the time the snow tapered off and came to an end, significant amounts had been observed...especially along and south of the I-70 corridor where amounts of 8 to 12 inches were common.  Some of the highest totals were recorded across southern Richland County around Olney where a few reports indicated 13-14 inches.   Amounts decreased further north, with 4-8 inches along the I-72 corridor from Jacksonville to Danville...and just 1 to 3 inches along and north of a Macomb to Peoria line. Northeasterly winds gusting 20-25mph on January 24th and north-northwesterly winds gusting 25-30mph on January 25th created considerable drifting of the snow in places.","Weather observers measured 6 to 8 inches of snow across Vermilion County...including 7.2 inches in Danville.  Due to both falling and drifting snow, travel became extremely hazardous...leading to numerous traffic accidents on area roadways.",CSV,2026
202601,24,845,202601,25,1630,210960,1318013,ILLINOIS,17,2026,January,Heavy Snow,Z,68,CRAWFORD,ILX,24-JAN-26 08:45:00,CST-6,25-JAN-26 16:30:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A vigorous upper-level disturbance interacting with a nearly stationary frontal boundary draped across the Deep South produced a prolonged overrunning snowfall event across central and southern Illinois from the morning of January 24th to the morning of January 25th.  ||By the time the snow tapered off and came to an end, significant amounts had been observed...especially along and south of the I-70 corridor where amounts of 8 to 12 inches were common.  Some of the highest totals were recorded across southern Richland County around Olney where a few reports indicated 13-14 inches.   Amounts decreased further north, with 4-8 inches along the I-72 corridor from Jacksonville to Danville...and just 1 to 3 inches along and north of a Macomb to Peoria line. Northeasterly winds gusting 20-25mph on January 24th and north-northwesterly winds gusting 25-30mph on January 25th created considerable drifting of the snow in places.","Weather observers measured 8 to 12 inches of snow across Crawford County...including 11.0 inches in Robinson.  Due to both falling and drifting snow, travel became extremely hazardous...leading to numerous traffic accidents on area roadways.",CSV,2026
